WKT,id,codcen,dlibre,cod_generica,dgenerica_cas,dgenerica_val,despecifica,regimen,cif_centro,titular,direccion,codpos,telef,fax,mail,web,cod_ine_mun,noms_mun,localidad_oficial,comarca,provincia,latitud,longitud,cod_estado,desc_estado,tiene_ip,cod_aplicacion,desc_aplicacion
POINT (717976.300316818 4371735.51257675),1731,46000924,CEIP AUSIÀS MARCH,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,PÚBLICO,Q9655108J,GENERALITAT VALENCIANA,"AV. MIGUEL HERNÁNDEZ, 7",46960,962566840,0,46000924@edu.gva.es,https://portal.edu.gva.es/46000924,46021,Aldaia,Aldaia,l'Horta Sud,València/Valencia,39.467617,-0.466109,A,ALTA,S,2,CENTROS
POINT (725053.848969964 4366779.44824706),1732,46000936,"CENTRE PRIVAT GUÍA, SL",1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA","GUÍA, SL",CONCERTADO,B46999819,"CENTRO DOCENTE GUÍA, SL","CL. TAULETA, 27",46910,963750377,963752185,centrodocenteguia@hotmail.com,http://centrodocenteguia.blogspot.com/,46022,Alfafar,Alfafar,l'Horta Sud,València/Valencia,39.421185,-0.385584,A,ALTA,N,2,CENTROS
POINT (724423.031972089 4367047.58403963),1733,46000948,CENTRE PRIVAT MARÍA INMACULADA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",MARÍA INMACULADA,CONCERTADO,R4600645H,PARROQUIA NUESTRA SEÑORA DEL DON,"CL. DELS FURS, 25",46910,963750478,963750478,minmaculadaalf@marinma.net,0,46022,Alfafar,Alfafar,l'Horta Sud,València/Valencia,39.423763,-0.392815,A,ALTA,N,2,CENTROS
POINT (724813.909924244 4367179.87938535),1734,46000951,CENTRE PRIVAT VAMAR,1073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA,VAMAR,CONCERTADO,B46660361,"COLEGIO VAMAR, SL","CL. AUSIÀS MARCH, 22-35",46910,963751167,0,46000951@colegiovamar.com,http://colegiovamar.es/,46022,Alfafar,Alfafar,l'Horta Sud,València/Valencia,39.424852,-0.388234,A,ALTA,N,2,CENTROS
POINT (723678.938941729 4366359.87409548),1735,46000997,CEIP ORBA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ORBA,PÚBLICO,Q9655163E,GENERALITAT VALENCIANA,"CL. ALZIRA, S/N",46910,961205585,0,46000997@edu.gva.es,https://portal.edu.gva.es/46000997,46022,Alfafar,Alfafar,l'Horta Sud,València/Valencia,39.417766,-0.401681,A,ALTA,S,2,CENTROS
POINT (738297.58035177 4312420.54433364),1736,46001011,NUESTRA SEÑORA DEL ROSARIO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NUESTRA SEÑORA DEL ROSARIO,PÚBLICO,Q9655278A,GENERALITAT VALENCIANA,"CL. DE LA CONSTITUCIÓ, 5",46725,962957001,0,46001011@edu.gva.es,0,46023,Alfauir,Alfauir,la Safor,València/Valencia,38.928363,-0.251028,L,AULARIO,N,2,CENTROS
POINT (726689.35152346 4404555.45936033),1737,46001023,ALFARA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ALFARA,PÚBLICO,Q9655274J,GENERALITAT VALENCIANA,"CL. ERMITA, 18",46594,962627236,0,46001023@edu.gva.es,0,46024,Alfara de la Baronia,Alfara De La Baronia,el Camp de Morvedre,València/Valencia,39.760773,-0.35369,L,AULARIO,N,2,CENTROS
POINT (724429.466077208 4380815.98881429),1738,46001035,CENTRE PRIVAT RAMÓN Y CAJAL,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",RAMÓN Y CAJAL,CONCERTADO,B46197281,"CENTRO DE ENSEÑANZA RAMÓN Y CAJAL, SL","CL. 1 DE MAIG, 30",46115,961390929,961390929,info@ceramonycajal.es,https://www.ceramonycajal.es/,46025,Alfara del Patriarca,Alfara Del Patriarca,l'Horta Nord,València/Valencia,39.547694,-0.388105,A,ALTA,N,2,CENTROS
POINT (724964.81309106 4380398.72021694),1739,46001047,CEIP DOCTORA ANNA LLUCH,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,DOCTORA ANNA LLUCH,PÚBLICO,Q9655275G,GENERALITAT VALENCIANA,"CL. DE LA NÒRIA, 19",46115,961205565,0,46001047@edu.gva.es,https://portal.edu.gva.es/46001047,46025,Alfara del Patriarca,Alfara Del Patriarca,l'Horta Nord,València/Valencia,39.543798,-0.382022,A,ALTA,S,2,CENTROS
POINT (710501.309056588 4350205.38011956),1740,46001060,CEIP SANT JAUME APÒSTOL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT JAUME APÒSTOL,PÚBLICO,Q9655276E,GENERALITAT VALENCIANA,"CL. NUEVA, 23",46197,962980110,0,46001060@edu.gva.es,0,46026,Alfarb,Alfarp,la Ribera Alta,València/Valencia,39.275651,-0.559688,A,ALTA,S,2,CENTROS
POINT (717386.252612093 4308893.72106033),1741,46001072,CEIP DOCTOR BORRÀS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,DOCTOR BORRÀS,PÚBLICO,Q9655277C,GENERALITAT VALENCIANA,"CL. DIPUTACIÓ, S/N",46893,962249795,0,46001072@edu.gva.es,0,46027,Alfarrasí,Alfarrasí,la Vall d'Albaida,València/Valencia,38.902042,-0.493151,A,ALTA,S,2,CENTROS
POINT (725377.50327133 4406631.53044708),1742,46001084,ANDRÉS MONREAL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ANDRÉS MONREAL,PÚBLICO,Q9655279I,GENERALITAT VALENCIANA,"CL. ANDRÉS MONREAL, 27",46593,962627112,0,46001084@edu.gva.es,0,46028,Algar de Palància,Algar De Palancia,el Camp de Morvedre,València/Valencia,39.779807,-0.368277,L,AULARIO,N,2,CENTROS
POINT (721782.719314087 4341559.0305129),1743,46001096,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JOSÉ DE CALASANZ,CONCERTADO,R4600412C,PADRES ESCOLAPIOS,"CL. ESCUELAS PÍAS, 30",46680,962482264,962424007,secretaria.algemesi@escolapiosbetania.es,http://www.escolapiosalgemesi.es/,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.195004,-0.431865,A,ALTA,N,2,CENTROS
POINT (721225.67173255 4341440.72831657),1744,46001102,CENTRE PRIVAT MARÍA AUXILIADORA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",MARÍA AUXILIADORA,CONCERTADO,R4600131I,ARQUEBISBAT DE VALENCIA,"CL. GÓMEZ FERRER, 14",46680,962420443,962422723,smauxiliadoraa@planalfa.es,http://www.maux.org,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.194081,-0.438348,A,ALTA,N,2,CENTROS
POINT (722006.429185474 4341476.72749866),1745,46001114,CENTRE PRIVAT SANTA ANA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTA ANA,CONCERTADO,R4600430E,HERMANAS DE LA CARIDAD DE SANTA ANA,"CL. MARE MARÍA RAFOLS, 16",46680,962482300,962483800,direccionpedagogica@santaanaalgemesi.com,https://www.santaanaalgemesi.com/,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.194206,-0.429304,A,ALTA,N,2,CENTROS
POINT (721348.780193293 4340138.06015209),1746,46001126,CENTRE PRIVAT NUESTRA SEÑORA DE LA SALUD,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DE LA SALUD,CONCERTADO,R9600007J,HERMANOS MARISTAS,"PD. BERCA, S/N",46680,962481050,962420382,direccionalgemesi@maristasmediterranea.com,http://www.maristasalgemesi.com/,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.182323,-0.43735,A,ALTA,N,2,CENTROS
POINT (721211.658355576 4341541.9758679),1747,46001141,CEIP BLASCO IBÁÑEZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BLASCO IBÁÑEZ,PÚBLICO,Q9655283A,GENERALITAT VALENCIANA,"AV. PAÍS VALENCIÀ, 3",46680,962457535,0,46001141@edu.gva.es,https://portal.edu.gva.es/46001141,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.194996,-0.438477,A,ALTA,S,2,CENTROS
POINT (722335.925044619 4340786.78987075),1748,46001175,CEE PÚB. ALBERTO TORTAJADA,1020,CENTRO DE EDUCACIÓN ESPECIAL,CENTRE D'EDUCACIÓ ESPECIAL,ALBERTO TORTAJADA,PÚBLICO,Q9655064E,GENERALITAT VALENCIANA,"CM. DE LA CREUETA-PONT DE PALÍS, S/N",46680,962457260,0,46001175@edu.gva.es,https://portal.edu.gva.es/46001175/,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.187911,-0.425719,A,ALTA,S,2,CENTROS
POINT (722228.175724171 4340870.15522501),1749,46001187,CEIP RIBALTA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RIBALTA,PÚBLICO,Q9655076I,GENERALITAT VALENCIANA,"CM. DE LA CREUETA, S/N",46680,962457540,0,46001187@edu.gva.es,https://portal.edu.gva.es/46001187,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.188689,-0.426938,A,ALTA,S,2,CENTROS
POINT (721336.126356952 4340518.28279699),1750,46001199,IES SANT VICENT FERRER,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,SANT VICENT FERRER,PÚBLICO,Q9655281E,GENERALITAT VALENCIANA,"CL. PARQUE SALVADOR CASTELL, 16",46680,962457820,0,46001199@edu.gva.es,https://portal.edu.gva.es/46001199,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.185749,-0.437372,A,ALTA,S,2,CENTROS
POINT (722105.534262085 4340796.02247051),1751,46001205,CEIP CERVANTES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CERVANTES,PÚBLICO,Q9655159C,GENERALITAT VALENCIANA,"CM. DE LA CREUETA, S/N",46680,962457545,0,46001205@edu.gva.es,https://portal.edu.gva.es/46001205,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.188053,-0.428381,A,ALTA,S,2,CENTROS
POINT (722370.487929909 4341590.48762126),1752,46001217,IES BERNAT GUINOVART,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,BERNAT GUINOVART,PÚBLICO,Q9655282C,GENERALITAT VALENCIANA,"CM. JOAN FUSTER, S/N",46680,962457825,0,46001217@edu.gva.es,https://portal.edu.gva.es/46001217,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.195137,-0.425055,A,ALTA,S,2,CENTROS
POINT (720900.720963459 4342029.18930056),1753,46001229,CEIP VIRGEN DEL PILAR,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VIRGEN DEL PILAR,PÚBLICO,Q9655285F,GENERALITAT VALENCIANA,"CL. JOAN DE JOANES, S/N",46680,962457550,0,46001229@edu.gva.es,https://portal.edu.gva.es/46001229,46029,Algemesí,Carrascalet,la Ribera Alta,València/Valencia,39.199461,-0.441915,A,ALTA,S,2,CENTROS
POINT (725689.824441587 4403484.71751448),1754,46001242,CEIP PALANCIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PALANCIA,PÚBLICO,Q9655286D,GENERALITAT VALENCIANA,"PS. GLORIETA, S/N",46148,962617280,0,46001242@edu.gva.es,0,46030,Algímia d'Alfara,Algímia D'Alfara,el Camp de Morvedre,València/Valencia,39.751401,-0.365714,A,ALTA,S,2,CENTROS
POINT (718402.069787564 4348686.39447808),1755,46001254,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN DE JESÚS,CONCERTADO,G46612875,FUNDACIÓN COLEGIO DEL SAGRADO CORAZÓN,"CL. ALFONSO, 33",46230,961751465,961750256,direccio@sagradocorazonalginet.es,http://www.sagradocorazonalginet.es/,46031,Alginet,Alginet,la Ribera Alta,València/Valencia,39.260022,-0.46867,A,ALTA,N,2,CENTROS
POINT (717900.404559539 4348968.30377286),1756,46001291,CEIP PEPITA GREUS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PEPITA GREUS,PÚBLICO,Q9655288J,GENERALITAT VALENCIANA,"CL. PEPITA GREUS, 18",46230,961719055,0,46001291@edu.gva.es,0,46031,Alginet,Alginet,la Ribera Alta,València/Valencia,39.262686,-0.474388,A,ALTA,S,2,CENTROS
POINT (727399.752247849 4377222.31614766),1757,46001308,CENTRE PRIVAT PALMA ALMÀSSERA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",PALMA ALMÀSSERA,CONCERTADO,B40550808,"PALMA ALMÀSSERA, SL","AV. DERECHOS HUMANOS, S/N",46132,961851057,0,almassera@colegiopalma.es,https://www.colegiopalmaalmassera.es/,46032,Almàssera,Almàssera,l'Horta Nord,València/Valencia,39.514566,-0.3548,A,ALTA,N,2,CENTROS
POINT (727154.202197409 4377033.23226305),1758,46001311,CEIP CARRAIXET,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CARRAIXET,PÚBLICO,Q9655105F,GENERALITAT VALENCIANA,"CL. CARRAIXET, 2",46132,962566900,0,46001311@edu.gva.es,0,46032,Almàssera,Almàssera,l'Horta Nord,València/Valencia,39.512929,-0.357718,A,ALTA,S,2,CENTROS
POINT (735353.632113411 4310921.14971801),1759,46001321,PÍO XII,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PÍO XII,PÚBLICO,Q9655289H,GENERALITAT VALENCIANA,"CL. LEPANTO, 22",46726,962887007,0,46001321@edu.gva.es,0,46033,Almiserà,Almiserà,la Safor,València/Valencia,38.915661,-0.285468,L,AULARIO,N,2,CENTROS
POINT (744342.078422999 4313971.47992928),1760,46001333,CEIP EL CASTELL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EL CASTELL,PÚBLICO,Q9655096G,GENERALITAT VALENCIANA,"CL. ENRIC VALOR, S/N",46723,962826640,0,46001333@edu.gva.es,0,46034,Almoines,Almoines,la Safor,València/Valencia,38.94066,-0.180824,A,ALTA,S,2,CENTROS
POINT (723046.942313935 4352547.78924969),1761,46001357,CEIP ALMASSAF,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ALMASSAF,PÚBLICO,Q9655290F,GENERALITAT VALENCIANA,"PS. DEL PARC, S/N",46440,961719060,0,46001357@edu.gva.es,0,46035,Almussafes,Almussafes,la Ribera Baixa,València/Valencia,39.293599,-0.413607,A,ALTA,S,2,CENTROS
POINT (669800.666690788 4416830.73505898),1762,46001370,SAN BLAS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN BLAS,PÚBLICO,Q9655021E,GENERALITAT VALENCIANA,"CM. DE LA VIRGEN, 15",46178,962101014,0,46001370@edu.gva.es,0,46036,Alpuente,Alpuente,La Serranía,València/Valencia,39.884549,-1.014175,L,AULARIO,N,2,CENTROS
POINT (746561.530651509 4313492.50522796),1763,46001436,CEIP SANT PERE APÒSTOL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT PERE APÒSTOL,PÚBLICO,Q9655112B,GENERALITAT VALENCIANA,"CL. ESCOLES, 1",46715,962826645,0,46001436@edu.gva.es,0,46037,l'Alqueria de la Comtessa,Alqueria De La Comtessa (L'),la Safor,València/Valencia,38.935728,-0.155418,A,ALTA,S,2,CENTROS
POINT (703756.227688856 4321767.35859167),1764,46001451,CEIP MAESTRO D. JAIME APARICIO PÉREZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MAESTRO D. JAIME APARICIO PÉREZ,PÚBLICO,Q9655395C,GENERALITAT VALENCIANA,"CL. RAMÓN Y CAJAL, 18",46820,962249835,0,46001451@edu.gva.es,0,46039,Anna,Anna,La Canal de Navarrés,València/Valencia,39.021222,-0.646368,A,ALTA,S,2,CENTROS
POINT (708320.081482552 4328584.43801096),1765,46001461,CEIP XARQUIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,XARQUIA,PÚBLICO,Q9655396A,GENERALITAT VALENCIANA,"CL. CALVARIO, 19",46266,962457555,0,46001461@edu.gva.es,0,46040,Antella,Antella,la Ribera Alta,València/Valencia,39.081523,-0.591608,A,ALTA,S,2,CENTROS
POINT (659663.651954278 4420916.83869894),1766,46001473,EL OLMO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EL OLMO,PÚBLICO,Q9655397I,GENERALITAT VALENCIANA,"CL. ESCUELAS, S/N",46179,962102092,0,46001473@edu.gva.es,0,46041,Aras de los Olmos,Aras De Los Olmos,La Serranía,València/Valencia,39.923314,-1.131667,L,AULARIO,N,2,CENTROS
POINT (709214.745746037 4305912.58375697),1767,46001515,CEIP SANT JOSEP DE CALASSANÇ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT JOSEP DE CALASSANÇ,PÚBLICO,Q9655235A,GENERALITAT VALENCIANA,"CL. MESTRE CARLES SALVADOR, 1",46812,962919355,0,46001515@edu.gva.es,0,46042,Aielo de Malferit,Aielo De Malferit,la Vall d'Albaida,València/Valencia,38.877186,-0.588212,A,ALTA,S,2,CENTROS
POINT (730341.545321546 4307044.76686745),1768,46001527,RAMON LAPORTA,1012,COLEGIO DE EDUCACIÓN PRIMARIA,COL·LEGI D'EDUCACIÓ PRIMÀRIA,RAMON LAPORTA,PÚBLICO,Q9655398G,GENERALITAT VALENCIANA,"CL. PINTOR NOVELLA, S/N",46842,962897245,0,46001527@edu.gva.es,0,46043,Aielo de Rugat,Aielo De Rugat,la Vall d'Albaida,València/Valencia,38.882096,-0.344519,L,AULARIO,N,2,CENTROS
POINT (667729.71619384 4325322.33041253),1769,46001552,CEIP ISIDRO GIRANT,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ISIDRO GIRANT,PÚBLICO,Q4668021A,GENERALITAT VALENCIANA,"CL. DOCTOR ROMANI, 1",46620,961892955,0,46001552@edu.gva.es,0,46044,Ayora,Ayora,El Valle de Cofrentes-Ayora,València/Valencia,39.060892,-1.061397,A,ALTA,S,2,CENTROS
POINT (723514.795329463 4322243.72861739),1770,46001576,CEIP CARLES SALVADOR,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CARLES SALVADOR,PÚBLICO,Q9655402G,GENERALITAT VALENCIANA,"CL. NOU, S/N",46667,962249765,0,46001576@edu.gva.es,0,46045,Barxeta,Barxeta,la Costera,València/Valencia,39.020684,-0.418183,A,ALTA,S,2,CENTROS
POINT (733705.490713159 4321944.62077207),1771,46001591,MIGDIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MIGDIA,PÚBLICO,Q9655401I,GENERALITAT VALENCIANA,"CL. JOAN FUSTER, 4",46758,962807289,0,46025489.barx@edu.gva.es,0,46046,Barx,Barx,la Safor,València/Valencia,39.015328,-0.300692,L,AULARIO,N,2,CENTROS
POINT (745811.920067341 4314304.54164619),1772,46001606,CEIP GREGORI MAYANS I CISCAR,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,GREGORI MAYANS I CISCAR,PÚBLICO,Q9655089B,GENERALITAT VALENCIANA,"CL. VICENT ANDRÉS ESTELLÉS, 1",46713,962826650,0,46001606@edu.gva.es,0,46048,Bellreguard,Bellreguard Poble,la Safor,València/Valencia,38.943247,-0.163765,A,ALTA,S,2,CENTROS
POINT (717692.518204402 4313662.55486855),1773,46001618,SANTA ANA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTA ANA,PÚBLICO,Q9655404C,GENERALITAT VALENCIANA,"CL. SAN GREGORIO, 35",46839,962293212,0,46001618@edu.gva.es,0,46049,Bellús,Bellús,la Vall d'Albaida,València/Valencia,38.944899,-0.488108,L,AULARIO,N,2,CENTROS
POINT (707219.130667554 4385678.60279158),1774,46001667,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",ASUNCIÓN DE NUESTRA SEÑORA,CONCERTADO,R4600282J,PARROQUIA DE LA ASUNCIÓN DE NUESTRA SEÑORA,"CL. PEDRALBA, 38",46180,962730108,962731714,administracion@asuncionbenaguasil.es,http://www.asuncionbenaguasil.es/,46051,Benaguasil,Benaguasil,el Camp de Túria,València/Valencia,39.595797,-0.586706,A,ALTA,N,2,CENTROS
POINT (707019.179518041 4385261.34602572),1775,46001679,CEIP LUIS VIVES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LUIS VIVES,PÚBLICO,Q9655406H,GENERALITAT VALENCIANA,"CL. DEPÒSIT VELL, S/N",46180,962718000,0,46001679@edu.gva.es,0,46051,Benaguasil,Benaguasil,el Camp de Túria,València/Valencia,39.592089,-0.589163,A,ALTA,S,2,CENTROS
POINT (734811.835280037 4402685.62456932),1776,46001692,VICENTE FERRER,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VICENTE FERRER,PÚBLICO,Q9655408D,GENERALITAT VALENCIANA,"CL. JOAQUIN BERENGUER, 48",46510,962636471,0,46001692@edu.gva.es,0,46052,Benavites,Benavites,el Camp de Morvedre,València/Valencia,39.741745,-0.259638,L,AULARIO,N,2,CENTROS
POINT (711993.642788383 4326044.57941974),1777,46001709,AUSIÀS MARCH,1027,COLEGIO PÚBLICO DE PÁRVULOS Y PRIMARIA,COL·LEGI PÚBLIC DE PÀRVULS I PRIMÀRIA,AUSIÀS MARCH,PÚBLICO,Q9655409B,GENERALITAT VALENCIANA,"CL. JAUME I, 5",46293,962542313,0,46001709@edu.gva.es,0,46053,Beneixida,Beneixida,la Ribera Alta,València/Valencia,39.057772,-0.549965,L,AULARIO,S,2,CENTROS
POINT (723825.498087603 4366611.39324796),1778,46001734,CENTRE PRIVAT NUESTRA SEÑORA DEL SOCORRO,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DEL SOCORRO,CONCERTADO,R4600686B,PARROQUIA NTRA.SRA.DEL SOCORRO DE BENETÚSSER,"CL. DOCTOR VICENTE NAVARRO SOLER, 23",46910,963962402,0,colegio@colegiosocorro.es,https://www.colegiosocorro.es,46054,Benetússer,Benetússer,l'Horta Sud,València/Valencia,39.419992,-0.399896,A,ALTA,N,2,CENTROS
POINT (724241.566079529 4366385.77196796),1779,46001761,CEIP CRISTOBAL COLÓN,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CRISTOBAL COLÓN,PÚBLICO,Q9655411H,GENERALITAT VALENCIANA,"CL. CAMÍ D'ORBA, 18",46910,962566930,0,46001761@edu.gva.es,https://portal.edu.gva.es/46001761,46054,Benetússer,Benetússer,l'Horta Sud,València/Valencia,39.417853,-0.395143,A,ALTA,S,2,CENTROS
POINT (723764.191829908 4367359.95287691),1780,46001771,CEIP BLASCO IBÁÑEZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BLASCO IBÁÑEZ,PÚBLICO,Q9655410J,GENERALITAT VALENCIANA,"PJ. MAESTRA ROGELIA ANTON, S/N",46910,961205550,0,46001771@edu.gva.es,0,46054,Benetússer,Benetússer,l'Horta Sud,València/Valencia,39.426746,-0.400357,A,ALTA,S,2,CENTROS
